,region,lon,lat,Y,X1,X2,X3,X4,X5,X6,X7,X8
2695,KS,-97.4272616589025,38.0431104082728,10.7,12.3,74.9,64.9,17.9,15.2,24.0,35.3,22.1
2696,SC,-80.1588731867944,34.639803765771,10.6,17.3,78.8,56.4,16.3,19.2,27.5,40.1,28.1
2697,MI,-82.820389178865,43.4235105284131,12.2,9.5,73.9,59.3,18.6,22.6,28.7,34.2,24.9
2698,OK,-95.6042495763961,36.37159098599,11.6,10.2,73.0,59.7,15.9,16.6,26.8,35.0,23.5
2699,TX,-102.515175576742,31.4287016784355,9.3,29.8,70.1,48.0,18.4,17.0,34.1,39.4,32.0
2700,OH,-82.6382293326083,41.3742735650267,10.7,7.6,78.3,66.5,21.6,15.6,24.2,36.6,22.4
2701,NE,-101.661634455601,41.1989355357846,9.3,12.8,69.9,62.1,21.3,15.9,26.0,29.8,23.1
2702,ME,-67.6293632313936,45.021838234264,13.1,12.1,77.7,56.4,19.5,18.6,26.8,40.1,27.0
2703,KY,-83.5985871732603,37.9414595291336,11.9,7.2,76.1,49.2,14.3,25.4,31.8,42.7,24.3
2704,GA,-82.4512209392449,33.7932999440969,11.0,16.0,76.0,57.1,16.0,16.9,26.7,39.1,32.0
2705,SC,-79.7276057394786,33.6198225875476,11.2,20.1,79.3,50.2,14.7,20.9,34.1,40.4,31.9
2706,OK,-99.6673226920585,36.7888259275223,11.3,14.2,73.2,56.9,15.6,15.8,30.5,37.9,26.3
2707,TX,-98.5676352310772,28.3526449374516,10.1,28.0,71.4,43.9,17.5,20.0,35.0,41.3,28.1
2708,OK,-95.3797854950482,35.6164240462291,12.9,11.6,72.5,53.2,14.2,18.6,32.8,40.6,27.1
2709,MD,-76.605795271699,38.3013809700825,10.9,7.4,74.7,64.3,18.3,13.1,22.4,37.7,27.1
2710,MT,-110.435460878256,47.880531571301,11.6,9.0,69.3,58.6,23.7,17.6,24.0,35.5,23.9
2711,IN,-87.8686531082596,38.0219288739824,10.5,6.1,76.8,66.4,19.1,15.4,22.3,34.9,22.5
2714,MO,-93.8503181583382,37.4320562427392,11.5,11.8,74.0,51.0,18.9,24.3,31.1,40.7,23.9
2715,KS,-96.2453754320248,37.1499822099907,11.5,13.8,73.8,56.3,17.9,19.8,27.4,37.0,23.0
2716,NE,-98.0670398397718,41.7067895094831,9.6,8.2,69.7,61.7,21.6,15.5,24.9,30.2,22.7
2718,OH,-81.3654802311805,40.8137809427166,10.8,8.3,75.5,64.6,19.1,17.0,22.7,35.8,23.7
2719,OH,-83.1608334768194,40.5872736718226,11.6,10.2,76.1,55.1,19.7,23.2,27.9,44.3,27.6
2720,IA,-93.2403980725192,42.383903478645,10.5,7.6,74.7,64.1,25.1,19.4,26.6,32.8,23.0
2724,NC,-81.1770332718611,35.9204725331462,10.1,11.5,74.2,61.9,19.3,16.2,22.7,34.3,22.7
2727,MI,-86.1998498718029,46.1966612517026,12.6,8.4,75.3,61.4,19.5,21.7,26.8,37.3,23.1
2728,RI,-71.2390684086213,41.5566741642743,11.1,4.5,81.8,75.3,21.7,11.9,18.2,29.7,21.9
2729,TX,-98.8363206404331,32.7356283436368,9.7,24.6,70.2,48.4,19.6,19.7,30.7,40.1,28.7
2731,TN,-84.6487183067747,36.135200185636,11.8,17.5,73.6,50.5,16.5,25.4,31.6,41.7,26.1
2732,MS,-90.3012066422155,33.5506161433252,12.3,19.0,80.0,5.2,12.2,25.3,42.5,42.8,38.4
2733,MS,-89.5239889409247,32.7536024610201,11.0,15.5,78.2,7.5,14.6,21.4,34.2,40.8,33.4
2735,TX,-99.7457296802433,34.2902903445807,10.3,20.5,71.0,52.6,19.2,17.8,28.1,38.2,29.2
2737,UT,-113.235121957133,38.3569295956319,10.9,10.7,68.3,67.6,14.4,10.1,20.0,35.8,21.7
2738,GA,-82.4236222762369,31.0547069599296,11.5,19.6,75.3,49.5,14.2,21.2,31.5,39.0,33.5
2740,AK,-153.789812278338,57.6808874751479,9.8,10.6,64.6,55.7,18.2,16.8,22.7,38.7,28.4
2741,KY,-87.5736419883092,37.7960717780832,10.9,8.0,77.7,58.9,15.0,17.2,25.5,42.4,24.1
2742,IN,-85.3968769812267,40.2275345893972,12.2,7.9,77.3,55.5,17.0,22.5,28.8,40.5,24.5
2743,CA,-122.330692396629,38.5067022702407,10.1,10.3,68.3,63.0,20.4,12.9,22.8,32.9,30.0
2745,MT,-114.049221286794,48.2950545655515,10.6,9.5,67.1,61.7,23.6,17.0,21.4,32.0,19.9
2748,IA,-91.8374750492687,42.4709698505337,9.7,6.4,75.4,69.7,27.5,15.5,22.3,35.4,22.4
2751,NC,-79.333539673756,36.393167608535,10.4,14.6,75.6,57.1,17.8,18.3,25.8,36.3,26.0
2753,OK,-97.2858375656003,34.2509159186175,12.4,13.3,72.6,54.4,14.9,19.3,32.3,39.5,25.1
2755,OH,-81.4739039664201,40.4409826688981,11.5,8.4,76.7,57.2,19.8,23.2,30.0,41.6,24.5
2761,MN,-93.2932520851074,45.945210887007,10.5,6.9,67.4,60.6,23.3,19.2,23.5,33.1,24.0
2762,KY,-85.9336697418024,36.9652737090174,11.4,7.6,77.6,56.1,14.7,18.9,27.6,42.4,25.5
2765,MT,-105.016582771659,48.2944953989966,14.4,14.0,70.5,46.5,20.3,28.5,30.3,42.5,29.2
2766,OH,-81.8538156975972,39.6205109466093,11.6,9.8,76.8,59.3,19.6,19.3,26.4,40.6,27.4
2768,IN,-86.8933418094608,40.0403856714469,11.3,10.5,75.0,58.4,18.4,20.8,28.9,40.6,25.4
2769,MO,-91.3041232404893,37.9765122409823,11.3,16.0,72.4,50.3,19.5,25.9,31.2,40.7,23.4
2770,NH,-71.0288452054873,43.296922710922,11.6,8.0,73.2,65.2,17.9,15.0,21.1,32.0,25.4
2772,TN,-85.4530835156468,35.6957079836942,11.9,14.3,74.1,51.7,16.4,24.0,31.0,40.5,27.4
2773,TX,-101.951315595518,32.3060050931202,9.8,26.3,70.1,50.2,19.0,17.2,31.0,39.0,28.3
2774,GA,-83.2291794412893,34.3756736821183,11.1,18.1,73.3,53.4,16.4,19.1,29.2,37.7,31.0
2775,CT,-72.8438185185228,41.3613093948936,12.5,9.8,75.5,67.9,19.1,13.0,26.1,38.4,27.6
2776,NE,-97.6012319722309,42.2643702035229,9.4,8.5,71.3,64.9,22.0,15.0,24.6,29.7,21.5
2777,MI,-85.5444333572928,46.4705577788909,11.7,7.9,74.7,62.2,19.3,21.1,27.5,37.0,25.1
2778,MO,-90.1945976236472,37.8943240271323,10.5,11.4,72.6,57.1,21.0,21.0,26.5,38.6,24.3
2779,NC,-77.3963332385957,36.4178811426774,11.1,14.2,78.6,55.9,15.4,18.2,27.3,40.1,28.8
2780,NE,-103.135412749731,42.7200608375704,10.0,9.0,69.2,62.1,21.3,15.6,24.3,34.8,22.0
2781,OK,-99.7547202594407,36.2183250916209,11.6,12.5,72.9,56.9,16.0,17.9,30.4,36.4,25.1
2782,TX,-99.2461161455462,29.7470267929359,9.5,20.1,72.0,57.8,20.6,16.0,24.7,38.2,26.7
2784,GA,-84.2263845160089,33.7713752418002,10.5,12.5,75.6,58.8,15.4,13.0,21.3,37.0,31.4
2785,IA,-95.8167226043331,41.6829636707622,10.5,6.0,73.7,62.3,24.0,20.5,28.2,34.8,21.9
2786,GA,-85.0798243523077,33.582899616985,10.2,15.2,75.0,59.5,16.7,14.9,25.2,34.5,29.6
2787,AL,-86.896632302754,33.554557948471,10.6,9.6,80.5,58.2,14.8,15.0,26.5,38.4,27.9
2788,KS,-98.086052460433,37.9529762618218,11.1,10.7,72.9,58.9,17.0,18.8,24.3,39.9,21.3
2789,WA,-121.732333093831,48.4795962795731,11.4,9.4,66.1,64.3,19.0,11.8,17.9,32.2,29.8
2790,TX,-103.693263385087,31.3228970146081,9.3,39.7,70.5,41.5,17.9,18.3,38.1,41.1,32.2
2791,KS,-94.8381736354234,38.5636783083396,10.3,8.6,74.9,68.3,20.7,13.4,19.7,33.3,20.9
2792,KY,-83.4210384555756,38.1967567956103,11.7,7.1,77.7,54.3,14.9,20.8,29.6,41.7,21.8
2794,IA,-92.3171182025825,43.356772932656,9.8,5.8,75.5,67.0,24.2,16.9,25.2,32.7,22.3
2797,TX,-100.77888550046,33.6161682203938,10.0,23.1,71.2,51.8,18.6,17.5,28.3,38.0,27.5
2799,MA,-71.2079315371717,42.1619857272555,11.3,2.7,78.1,70.9,20.6,10.4,18.3,33.7,20.0
2802,AL,-85.8396481010202,31.0950365894133,10.6,12.4,77.1,54.2,16.0,18.0,30.2,41.2,25.2
2803,MO,-90.3449925444979,37.4780468766804,10.6,13.2,73.2,55.5,20.0,22.4,28.6,38.8,24.3
2804,MN,-94.9695492629098,46.5858860394597,10.8,7.3,68.9,60.0,22.0,18.8,23.8,31.2,21.5
2805,AL,-86.8530296512976,34.453569812448,10.3,12.8,76.1,54.9,16.2,17.5,29.6,39.6,27.1
2806,MT,-111.023099146745,48.5619202566566,12.9,14.1,67.9,48.5,20.8,25.1,30.3,37.5,23.2
2807,IA,-91.3670993505697,42.471259321315,9.6,5.4,75.8,68.6,24.9,15.9,23.4,31.5,22.8
2808,TN,-85.4547326738856,35.9262298617903,12.2,14.9,74.2,51.4,15.9,24.9,30.9,39.2,27.4
2809,WI,-88.0615110425471,42.7474549331325,11.8,9.2,75.0,60.8,23.3,18.5,24.5,37.3,26.0
2810,MO,-91.1607703978318,38.7645744472985,10.6,13.4,72.4,58.3,21.1,20.4,25.0,37.7,24.4
2811,MN,-94.9467488296717,44.7268324539775,10.6,9.6,68.9,61.5,22.2,18.3,23.4,31.0,22.0
2812,TX,-95.218562136449,33.1757036707702,9.4,16.9,71.9,61.7,21.2,13.8,21.4,36.1,28.1
2814,GA,-82.00069347969,33.0613394728213,11.4,15.7,76.7,51.8,14.2,19.1,30.2,42.4,34.6
2816,VT,-72.6417604693676,44.6070889416204,12.4,5.0,70.1,65.3,20.2,14.3,18.9,30.8,22.5
2817,TX,-95.2689903320297,32.3753231431175,10.5,17.5,73.1,53.2,18.8,17.4,27.4,40.1,28.1
2818,IA,-92.998918907373,42.0358562892841,9.6,10.9,74.9,63.2,22.4,17.2,27.3,35.1,23.3
2819,CA,-121.60115169224,39.6663795928272,10.7,8.0,69.3,60.8,20.2,14.2,22.5,33.7,27.1
2821,MI,-83.9181089917579,45.3402786999945,11.7,9.2,74.9,64.7,19.6,19.1,25.4,35.7,23.6
2822,NC,-81.6965516146841,36.2310171963868,9.9,9.1,75.6,63.5,19.5,14.3,20.6,32.1,21.8
2823,MO,-93.3206021082555,37.9409307564878,11.9,11.4,72.9,48.4,18.1,26.3,32.7,41.0,24.2
2825,AL,-86.451444907521,31.2486200676573,10.8,13.0,76.4,53.1,15.6,18.9,27.9,36.6,25.9
2826,NE,-98.0513042084364,40.5244040381913,9.6,10.9,70.8,60.6,21.9,17.2,27.5,31.3,23.5
2827,GA,-82.8493988376197,31.5492785823229,11.0,22.6,75.1,50.0,15.5,20.6,33.5,36.6,31.5
2828,WY,-110.65625410799,42.2639412641557,10.2,13.0,64.3,64.9,19.2,14.6,19.7,32.1,21.0
2829,MI,-84.4999100423814,45.4468981594658,11.8,8.0,76.1,67.0,20.4,17.3,23.5,34.0,23.0
2830,IN,-85.5049954942885,41.1392446489357,10.8,6.3,75.3,62.7,18.0,18.2,25.9,36.4,22.6
2831,OH,-84.2217028293862,40.5608789781255,10.6,6.2,76.1,64.8,20.9,18.5,23.0,38.5,24.6
2832,IA,-93.573526118271,41.6854989182508,10.1,7.5,73.7,64.0,22.7,17.7,24.2,35.3,22.3
2833,NV,-114.877260167414,37.6434139651124,11.2,11.7,67.4,57.1,22.0,19.4,24.9,38.6,27.2
2834,TX,-99.2410421710435,34.0808690449227,10.6,23.3,72.3,45.4,17.2,20.4,33.6,40.6,30.7
2835,IA,-96.2141312816604,42.7377983230567,9.9,7.1,75.2,67.0,25.5,16.9,24.7,32.8,22.4
2836,MS,-89.2850039223737,33.6131371808614,10.3,14.8,75.1,9.2,16.8,19.4,30.0,35.8,30.1
2839,WI,-88.7074335013507,43.416249353835,10.8,7.2,72.0,61.8,23.5,19.5,25.1,36.9,24.6
2840,IN,-87.1160051742917,41.0230925834005,10.7,8.6,76.0,63.0,18.4,17.2,25.6,39.8,24.2
2841,ID,-113.172240946054,43.7230523109228,11.6,11.5,71.7,59.5,16.1,16.8,26.3,34.7,21.7
2842,TX,-95.5639385423983,33.1495667219792,10.2,20.1,71.6,53.8,19.3,17.3,26.4,38.1,27.7
2843,WV,-82.0709294651021,38.1746145924151,13.1,12.0,77.5,46.7,15.9,26.9,35.0,44.7,27.9
2845,MS,-89.1688244706911,31.6225661020682,10.0,16.1,77.8,9.9,15.7,16.4,29.2,32.2,29.3
2847,CA,-120.717750083358,37.1917830406782,11.1,21.5,67.2,49.5,17.4,18.0,31.1,38.9,33.3
2848,TX,-97.7818425836313,30.3346898284573,9.5,17.8,70.3,60.5,21.3,12.1,21.5,31.8,24.8
2849,UT,-110.955906614026,40.8681452953151,10.3,7.2,69.0,74.5,15.7,7.2,15.6,25.8,18.4
2851,AZ,-111.790179841763,32.0975237350697,10.4,13.4,69.2,56.9,17.6,14.0,24.6,38.8,27.9
2852,CA,-123.11262600912,40.6509037984655,11.1,7.8,68.6,57.8,19.7,17.1,22.9,35.3,27.9
2853,CA,-119.084850170138,34.4542154266373,9.8,9.9,67.8,64.4,20.4,10.7,21.0,34.1,31.0
2854,AL,-86.5674545509626,33.9808484356408,10.6,16.1,75.2,54.0,17.1,19.5,29.7,37.6,26.4
2856,OK,-97.8514902603773,34.4856199944378,12.3,13.2,72.7,55.2,15.4,18.1,32.1,35.0,22.8
2859,KS,-99.8881356266966,37.6918220146575,10.6,25.0,72.0,53.2,16.7,17.7,33.7,38.3,23.5
2860,IA,-95.1507914429993,42.7354705889811,9.2,13.7,75.2,62.4,20.0,15.9,28.4,34.9,25.6
2861,NC,-77.9185488995394,35.7052197078408,11.2,16.5,77.0,52.1,15.0,20.8,30.0,38.1,26.2
2863,MN,-93.630079560302,45.9379628282589,10.8,8.1,67.4,60.8,23.0,19.8,24.0,34.6,21.8
2864,MI,-83.2821975006382,42.2817659645939,12.5,8.1,77.9,62.5,17.7,18.8,24.6,42.1,28.8
2866,NM,-105.741478524611,32.6132896393527,11.6,13.6,67.1,58.7,16.9,18.9,26.4,35.4,26.9
2867,MO,-94.8058879359466,39.6597323205238,11.0,13.9,75.1,58.0,17.9,20.2,26.2,39.9,23.6
2868,NE,-98.0666055560405,42.1769700413297,9.4,12.3,70.6,63.3,21.8,15.1,24.7,30.5,20.2
2869,SC,-79.3786776187138,34.3915895870887,12.5,19.5,77.4,41.9,14.1,28.2,38.6,41.0,31.1
2870,OK,-96.3229765670067,35.4655066007963,13.0,14.1,73.4,46.6,14.5,24.0,37.3,39.7,27.1
2871,GA,-85.0189983914636,31.8659717322447,11.7,17.6,77.0,51.4,14.2,19.5,31.0,42.8,35.6
2874,AK,-134.172902838081,58.4491350384727,9.8,8.9,65.6,62.7,21.5,14.8,20.3,32.8,23.0
2875,IA,-93.2607681251857,43.0815719982404,9.9,7.1,74.9,66.3,22.8,16.7,25.9,32.3,22.5
2876,CA,-120.524584137234,38.7786875121222,10.0,6.4,69.9,69.4,22.4,10.6,15.2,33.8,26.3
2877,TX,-102.076351165214,30.2251185411678,8.5,22.8,71.3,59.9,20.4,11.9,24.7,37.3,27.3
2878,GA,-84.9030717223514,31.3232131428873,11.7,15.1,77.0,49.1,13.7,21.0,33.3,44.2,33.5
2879,MN,-92.862155000453,44.0225094597184,9.8,6.0,68.2,71.1,24.0,12.6,18.1,30.2,21.0
2880,NE,-101.740672839089,41.9152729919026,8.9,7.2,70.7,67.4,21.7,11.9,21.1,30.4,19.5
2881,OH,-84.1297060031289,41.6019480693719,11.1,8.0,75.5,59.6,19.8,21.2,29.1,37.7,21.6
2882,TX,-99.8639438228882,31.3266769939656,10.6,26.5,69.5,45.4,18.5,20.6,33.5,41.5,31.5
2883,MO,-92.4446935899053,36.6492921029585,11.9,15.0,72.2,44.8,18.1,29.6,35.9,41.2,22.8
2884,TX,-102.602717239407,35.4042067175398,10.2,19.2,72.3,55.1,19.3,16.8,26.1,37.6,27.0
2886,KS,-96.8390701129954,37.7811727404014,10.4,7.7,75.5,65.3,20.3,15.6,23.3,37.3,21.2
2887,GA,-83.0633238324948,31.0385537150678,11.4,19.3,75.1,47.4,14.6,21.2,33.4,39.6,32.2
2888,MS,-89.9204270388898,33.4488166190492,10.8,13.2,75.6,7.2,14.6,23.6,35.9,39.3,33.7
2889,IN,-85.2622648746429,39.1035416058739,11.3,9.9,75.3,60.6,18.7,19.3,27.0,38.6,24.4
2891,KY,-85.6975773220198,37.5455084535106,12.2,9.7,75.1,49.4,14.3,24.6,32.1,44.5,24.2
2892,NJ,-74.5446997444167,40.8621583671024,8.5,6.6,74.3,72.8,18.9,8.9,16.7,34.3,23.6
2896,KY,-84.8595180021621,38.7575987484902,11.2,8.4,76.9,55.0,15.2,20.4,28.1,45.1,25.9
2897,WA,-117.90778452671,46.2978695308473,12.3,8.1,67.4,64.0,19.2,14.2,20.1,30.8,26.6
2898,MI,-84.3881583598671,43.6467992443739,10.8,5.1,74.6,70.0,20.2,15.4,21.3,30.6,21.2
2899,NE,-96.6877342192377,40.7841315891731,9.1,9.3,72.4,67.4,19.9,13.7,21.1,30.3,21.2
2900,GA,-83.3276896179131,32.4345831509728,10.9,15.6,75.6,57.3,16.0,16.5,26.6,39.8,29.6
2901,MD,-76.635956565388,39.4596984571411,11.2,7.9,77.1,63.3,16.1,12.2,21.6,37.2,27.7
2903,OH,-82.1508887298398,41.2956651025634,11.2,8.3,77.2,62.2,20.2,19.4,28.1,40.2,23.9
2904,TX,-95.7937641359223,32.8701771320508,10.1,15.1,71.9,55.5,20.4,17.6,25.4,38.8,25.0
2906,WV,-81.1611582140674,39.3705911266091,12.0,8.6,77.7,53.3,18.4,21.3,31.2,43.4,24.2
2907,IA,-92.7914478589169,42.4018595971534,9.6,6.7,75.8,70.2,25.9,15.8,22.2,32.9,22.4
2908,KS,-98.7679100039503,39.3503117317452,10.7,10.8,74.3,61.7,19.1,16.6,23.1,33.7,20.0
2910,UT,-111.244381758002,41.6321339779205,11.4,10.8,69.0,66.3,13.5,10.5,19.2,34.9,21.2
2911,MS,-88.2392465188954,34.7404341978864,10.2,13.7,75.3,9.4,17.0,19.4,30.2,36.1,29.3
2912,TX,-101.826850260532,34.0704618975684,9.9,34.7,70.4,44.3,17.5,19.0,35.6,41.6,30.7
2913,GA,-83.9906778137302,34.8338420067359,10.6,14.3,73.2,58.9,17.4,18.1,25.8,37.0,26.9
2914,KY,-86.8787139815547,36.8597098212356,11.3,6.9,77.1,58.7,15.0,17.8,26.7,40.1,22.5
2917,IN,-85.9067422157132,38.3191788839155,10.9,8.6,76.6,61.8,17.9,17.7,25.6,38.2,23.7
2918,SC,-82.3702811193213,34.894356634531,9.1,14.4,77.0,68.5,18.5,11.1,20.1,32.6,23.1
2919,TX,-96.965597939337,30.3108473506794,10.4,18.8,71.5,51.6,19.1,18.0,29.0,40.5,28.3
2921,WV,-80.6376146428537,39.6054037396684,12.8,8.5,77.9,52.2,18.2,22.2,30.9,46.2,24.3
2922,KS,-96.0140421153943,39.7834139462857,10.5,9.8,72.6,61.5,19.5,18.0,23.7,33.8,22.0
2925,MN,-93.6320100361171,47.5091860415008,10.5,6.6,69.7,65.1,23.9,15.2,18.1,28.8,22.3
2926,OH,-84.61951761493,40.1332727231473,11.2,8.2,76.0,59.1,20.9,21.5,26.7,35.0,26.1
2927,MT,-104.899485791998,47.2663856745008,11.2,8.6,66.2,60.5,23.0,17.3,22.4,34.5,22.3
2928,AK,-132.033291099899,56.3275352874816,11.1,12.2,63.8,55.3,20.2,19.3,23.1,36.8,27.6
2929,TX,-99.8787874686068,32.7398912663805,9.6,25.1,70.4,45.6,19.6,20.9,32.5,41.8,33.6
2930,UT,-109.50763685378,40.8872477333969,11.5,10.8,68.5,65.9,14.4,11.3,19.4,35.3,23.4
2931,IA,-92.0656245633104,42.0802644562112,10.3,5.8,76.1,66.6,25.5,16.6,26.1,34.7,20.3
2933,IA,-91.8433672820994,43.2907270901496,9.2,5.5,74.9,71.0,25.7,13.3,20.8,28.8,18.8
2934,NE,-96.5439851418501,42.158194061662,11.8,12.7,73.0,51.8,18.9,24.1,31.6,36.4,25.8
2935,TX,-98.9996518461855,31.7744979741381,10.1,22.6,71.5,53.6,19.5,16.9,28.1,39.2,27.9
2936,KS,-98.0755750479481,37.1916643247939,11.4,15.7,73.1,52.1,18.2,23.2,31.3,36.8,20.3
2937,GA,-85.345236938921,34.4750251859624,11.2,23.9,73.1,49.9,15.8,21.0,32.2,38.0,29.9
2938,KY,-83.8237405874821,37.8307798699605,11.6,6.3,76.3,53.7,14.4,21.2,28.5,40.0,23.8
2939,NC,-78.6528560993089,36.3038620044075,10.1,12.8,75.9,59.3,17.6,16.7,23.9,36.6,25.7
2940,GA,-83.7128801451183,33.9928758721442,10.2,17.5,73.7,59.4,16.1,14.3,25.0,38.0,30.2
2941,SC,-81.6000382404676,34.2898893451519,10.1,16.9,78.8,59.8,18.3,17.0,27.7,37.0,27.2
2942,IA,-90.5741475671032,42.1716060690735,10.3,6.1,74.6,64.9,23.1,18.1,27.8,36.0,23.2
2943,IN,-85.7732724399987,39.8234613757197,11.1,5.6,76.8,65.4,17.6,16.8,24.3,34.9,21.5
2944,IN,-87.4186758135076,38.6897913410139,10.9,8.9,76.8,61.2,17.6,18.4,26.1,34.2,25.1
2945,MI,-83.628544135156,45.0348307267565,11.7,6.3,75.3,63.4,19.7,20.2,25.6,35.0,22.4
2946,TN,-84.523444001418,35.8476810839308,11.4,11.4,74.6,58.6,17.4,19.3,27.0,39.7,26.6
2948,KS,-99.8728444769311,38.9146721805298,10.3,8.1,74.1,64.6,20.3,16.2,22.1,36.4,19.3
2949,OH,-84.1666616383255,39.4277223308555,9.8,5.0,78.4,69.0,20.0,13.4,20.8,35.2,20.9
2950,OK,-97.7860574259311,36.7961456261704,12.6,12.5,71.8,51.4,15.8,21.5,35.7,38.0,23.8
2951,VT,-72.1022829432441,44.4646813243613,12.5,8.0,72.1,61.0,20.7,17.4,20.4,36.0,23.9
2952,MN,-96.1736116223812,44.9958328727359,10.5,5.8,68.6,65.2,24.0,15.6,21.3,30.7,23.0
2953,TX,-100.538360501856,30.8975258274711,9.8,28.3,70.2,48.5,18.6,17.1,32.2,39.7,29.2
2954,GA,-83.6661715185064,32.4584163130638,10.2,12.4,76.9,61.4,15.4,14.2,26.5,44.8,32.0
2955,WY,-104.353415965095,42.0879169606802,10.6,11.2,66.3,61.8,19.9,15.3,22.6,32.4,21.0
2956,NM,-106.808801689614,34.715292608863,10.4,10.6,64.9,58.2,17.4,15.8,25.1,35.6,27.6
2957,NC,-80.6880595387123,36.4143133430213,10.5,18.4,74.0,57.8,18.1,18.7,25.7,33.7,22.4
2960,WV,-80.5505495429756,37.5604387985945,12.3,8.6,77.9,52.7,17.3,22.5,31.1,42.4,25.4
2961,NM,-105.850629505811,34.6404731203673,11.5,13.0,64.1,52.6,16.2,20.0,28.9,36.0,26.4
2962,MI,-84.6049687175379,43.2928044923055,10.9,6.9,76.2,68.9,20.6,15.8,21.2,33.2,25.4
2963,WA,-117.544668771271,46.4315035506264,11.9,7.1,67.2,63.6,19.6,13.6,21.1,32.8,28.1
2964,TN,-84.199285311983,36.1186771576853,11.1,13.0,75.1,61.4,16.4,17.3,25.1,37.1,28.0
2965,MI,-88.5304103392553,46.2088081332416,11.9,7.2,74.8,64.2,20.4,19.2,25.2,35.0,23.5
2966,ID,-116.399193305642,44.0615850872129,11.0,10.4,70.4,65.8,17.8,13.6,21.6,32.8,22.6
2968,GA,-83.9862649166093,32.7141953769698,10.7,16.0,74.6,54.8,17.1,19.3,28.9,37.8,30.3
2969,WI,-91.2799726300936,45.0694319590576,10.7,6.4,71.6,66.3,26.1,16.4,21.4,33.7,23.6
2970,UT,-111.670385454352,40.1199624151534,10.4,9.4,68.8,75.7,9.4,5.9,13.9,31.8,21.2
2971,MO,-94.3462755300452,39.0085044688744,10.6,11.9,74.1,63.0,20.1,15.8,21.7,34.8,22.8
2972,IA,-91.112774938867,41.4838849011589,9.8,10.5,76.3,65.4,25.3,16.5,25.4,34.4,23.8
2974,TX,-100.402132930717,32.7427738295493,9.8,20.4,71.1,53.0,19.6,17.1,28.5,38.4,28.1
2976,MN,-92.4705912498966,47.6029788844163,10.5,6.8,69.2,63.1,23.7,16.9,20.5,34.5,24.2
2978,TN,-86.0074972615789,36.5321610381815,11.7,18.9,74.8,52.7,16.9,22.8,31.5,38.3,29.6
2979,MO,-92.5904087183202,37.6581746940182,11.3,14.1,73.2,52.4,19.3,23.8,30.1,40.1,24.7
2980,ID,-116.784993019521,44.452704019582,11.5,11.7,72.1,60.2,16.8,15.2,25.8,34.0,24.2
2981,MN,-96.0956349182591,47.8716783851504,10.2,6.9,68.8,64.9,22.9,16.4,21.9,30.9,22.0
2982,MO,-92.5207734108332,40.4702342197874,10.5,13.0,73.5,60.1,20.9,19.8,25.1,38.7,22.5
2984,KY,-84.1474184971483,37.9706526004069,11.3,7.2,76.9,57.7,16.2,19.6,25.5,41.8,22.5
2985,GA,-82.5674600633275,32.4037481021717,11.4,24.5,75.0,46.1,14.4,21.9,35.1,40.6,31.4
2986,TN,-89.284079406087,35.5828612383322,12.9,17.6,78.4,47.0,13.4,25.8,36.3,44.7,33.6
2987,NC,-80.2396598174591,36.4019024419799,10.3,13.4,73.8,60.6,19.8,18.4,24.3,33.0,22.9
2989,MO,-92.4284178143101,38.2144075628273,10.7,13.1,73.6,55.9,19.4,23.7,28.0,38.0,20.3
2990,MN,-95.8390816477245,44.4133857172343,10.1,6.9,70.4,65.5,23.0,15.4,21.4,31.4,22.8
2991,GA,-85.2110568973419,33.7943288253101,10.5,12.0,72.3,56.7,17.1,19.1,27.5,37.8,28.3
2992,TX,-102.605245899508,34.9651051857135,10.4,41.6,69.2,39.4,16.6,20.6,40.7,42.1,33.1
2993,KS,-94.8517833125424,37.5072682724121,10.9,11.2,75.8,59.1,18.4,16.9,23.6,35.3,18.9
2994,KS,-95.7433443604904,37.5593237323067,10.9,11.6,74.5,60.7,19.1,18.3,26.3,36.1,22.4
2995,MO,-89.6846025463066,37.3842882926918,10.8,11.4,73.2,55.9,19.3,22.0,27.0,39.3,22.2
2996,NC,-78.8762704368696,36.0359200892271,9.5,10.0,78.0,68.2,18.6,10.6,19.1,33.7,22.8
2997,IN,-86.2635207365853,41.0469832521579,11.6,9.4,75.8,58.4,18.0,20.2,28.1,38.0,25.4
2998,WV,-82.0265180831264,38.7697766470729,12.9,7.7,78.3,51.7,16.4,22.8,32.2,43.2,26.6
2999,IA,-94.6785048089548,43.3778884439615,9.9,9.1,75.5,66.1,23.8,17.2,25.6,34.2,25.4
3000,TN,-83.5246779154175,35.7845235705613,11.0,14.4,74.6,59.0,17.3,19.3,25.7,38.7,28.9
3002,AL,-86.306202322979,34.3673847093536,10.4,13.4,76.6,56.3,16.8,17.1,27.9,40.3,24.0
3003,AL,-85.9880914738148,31.4024803007311,10.1,11.3,78.8,59.5,16.6,14.6,26.9,41.3,23.1
3004,NC,-80.2562678118814,36.1306194708921,10.1,12.1,77.0,63.7,17.1,14.5,22.0,34.2,23.8
3006,CA,-117.411112581295,36.5114226868129,10.6,8.8,68.6,64.6,21.5,13.8,19.7,33.6,28.6
3007,TX,-98.5198676417665,29.4490016256298,9.7,26.4,73.3,55.1,18.1,14.1,27.6,41.2,28.6
3008,IA,-96.2101821121479,43.3806078140642,9.6,6.4,74.6,68.5,24.8,15.7,23.9,31.7,21.5
